INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,SUSPECT_AGE,OFFICER_GENDER,OFFICER_RACE,SNA_NEIGHBORHOOD,CPD_NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD
5788,02/19/2011 01:30:00 PM,2011-153998,LCP110219000766,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,2XX E UNIVERSITY AV,39.1335499952456,-84.5031459223671,MALE,BLACK,ADULT,MALE,BLACK,CORRYVILLE,CORRYVILLE,CORRYVILLE
512,10/21/2003 03:38:00 PM,2005-60279,PO3294025,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,70XX READING RD,39.1886324731589,-84.465907374296,MALE,BLACK,JUVENILE,MALE,WHITE,ROSELAWN,BONDHILL,BOND HILL
9562,09/15/2018 02:10:00 PM,2018-240051,CPD180915000737,DISTRICT 2,9826,INJURY TO PRISONER,21XX DANA AV,39.1437800561909,-84.4585178295982,FEMALE,BLACK,ADULT,MALE,WHITE,EVANSTON,EVANSTON,EVANSTON
2779,11/22/2006 04:44:00 PM,2006-91620,P063261083,DISTRICT 1,9826,INJURY TO PRISONER,16XX LINN ST,39.1147398706928,-84.5276978098062,MALE,BLACK,JUVENILE,MALE,WHITE,WEST END,WEST  END,WEST END
-4176,09/15/2000 03:32:00 AM,20000872,P002590200,DISTRICT 4,9825,CHEMICAL IRRITANT,57XX RHODE ISLAND AV,39.1787468333049,-84.4583402555689,FEMALE,BLACK,UNKNOWN,MALE,WHITE,BOND HILL,BONDHILL,BOND HILL
3644,12/20/2007 03:37:00 PM,2007-107688,LCP71220001005,DISTRICT 3,9826,INJURY TO PRISONER,17XX WYOMING AV,39.1185424615196,-84.5742493155153,FEMALE,WHITE,ADULT,MALE,ASIAN,EAST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
5059,12/16/2009 08:29:00 PM,2009-138928,LCP091216001317,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,69XX GRACELY DR,39.119416998096,-84.6983022604798,MALE,WHITE,ADULT,MALE,WHITE,SAYLER PARK,SAYLER  PARK,SAYLER PARK
-5881,03/14/2002 12:45:00 AM,20020132,P020730024,DISTRICT 1,9825,CHEMICAL IRRITANT,17XX LINN ST,39.1157288523216,-84.5273776586515,FEMALE,BLACK,UNKNOWN,FEMALE,BLACK,WEST END,WEST  END,WEST END
8554,07/16/2016 04:30:00 PM,2016-216102,LCP160716000934,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,57XX ST ELMO AV,39.1965780267289,-84.5409157862756,FEMALE,BLACK,JUVENILE,MALE,WHITE,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
9627,09/26/2018 01:47:00 PM,2018-240454,LCP18092600831,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,54XX LESTER RD,39.1724695894817,-84.433115064536,MALE,BLACK,ADULT,FEMALE,WHITE,PLEASANT RIDGE,PLEASANT RIDGE,PLEASANT RIDGE
3268,06/08/2007 01:30:00 AM,2007-100477,P071590095,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,12XX MAIN ST,39.1101365179856,-84.5115125721422,MALE,BLACK,ADULT,MALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR
7002,07/26/2013 03:33:00 PM,2013-183061,LCP130726001036,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,5XX OLIVER ST,39.1141602383792,-84.526419506459,MALE,BLACK,JUVENILE,MALE,WHITE,WEST END,WEST  END,WEST END
7106,09/21/2013 12:04:00 AM,2013-184960,LCP130921000010,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,33XX BOWLING GREEN CT,39.1446525089143,-84.5535249605629,MALE,BLACK,ADULT,MALE,WHITE,MILLVALE,MILLVALE,MILLVALE
589,11/14/2003 02:39:00 PM,2005-60591,PO33180804,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,25XX OHIO AV,39.1274954999707,-84.5141336689648,FEMALE,WHITE,ADULT,MALE,WHITE,CUF,FAIRVIEW,CUF - HEIGHTS
-6960,05/22/2003 01:32:00 AM,20030385,P031420121,DISTRICT 3,9825,CHEMICAL IRRITANT,37XX WARSAW AV,39.1131708288736,-84.5747303988673,MALE,BLACK,UNKNOWN,MALE,BLACK,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-803,06/28/1997 01:45:00 PM,9700451,P971790614,DISTRICT 4,9826,INJURY TO PRISONER,2XX GOODMAN ST,39.1369052823833,-84.5033722007899,FEMALE,BLACK,UNKNOWN,MALE,WHITE,CORRYVILLE,CORRYVILLE,CORRYVILLE
-6924,05/01/2003 10:29:00 PM,20030348,P031211762,DISTRICT 1,9826,INJURY TO PRISONER,10XX SYCAMORE ST,39.1066999723178,-84.5086596587137,MALE,WHITE,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-1815,08/02/1998 05:18:00 AM,9800575,P982140349,DISTRICT 4,9825,CHEMICAL IRRITANT,26XX PARK AV,39.1277062208753,-84.4857274059325,MALE,BLACK,UNKNOWN,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
9448,06/15/2018 10:59:00 AM,2018-237010,CPD180615000524,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,44XX COLERAIN AV,39.1645895574467,-84.5514739284834,MALE,BLACK,ADULT,FEMALE,BLACK,NORTHSIDE,NORTHSIDE,NORTHSIDE
3467,09/20/2007 06:28:00 PM,2007-103842,P072631339,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,18XX LINN ST,39.1167012317119,-84.5258340793277,MALE,BLACK,ADULT,MALE,WHITE,WEST END,WEST  END,WEST END
2160,04/13/2006 10:45:00 PM,2006-81360,P061032066,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,13XX WALNUT ST,39.1101645869107,-84.5131715948127,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
9623,09/22/2018 06:10:00 PM,2018-241131,LCP180922001124,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,8XX VINE ST,39.1053818753174,-84.514637163791,FEMALE,BLACK,ADULT,FEMALE,BLACK,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-3377,01/14/2000 02:50:00 AM,20000065,P000140130,DISTRICT 4,9825,CHEMICAL IRRITANT,8XX LINCOLN AV,39.1325547932141,-84.4897953554837,MALE,BLACK,UNKNOWN,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
9495,07/31/2018 02:48:00 PM,2018-238611,CPD180731000732,DISTRICT 4,9826,INJURY TO PRISONER,23XX HIGHLAND AV,39.1253501553813,-84.5044921520742,MALE,WHITE,ADULT,MALE,WHITE,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN
-5673,12/02/2001 12:30:00 AM,20011102,P013360048,DISTRICT 2,9825,CHEMICAL IRRITANT,58XX BRAMBLE AV,39.1514765366299,-84.3935098718248,MALE,BLACK,UNKNOWN,MALE,WHITE,MADISONVILLE,MADISONVILLE,MADISONVILLE
3161,05/10/2007 09:25:00 PM,2007-98142,P071301902,DISTRICT 3,9826,INJURY TO PRISONER,11XX ROSEMONT AV,39.1122251721501,-84.5840136641393,MALE,BLACK,ADULT,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
-292,11/26/1996 06:27:00 PM,9600447,P963310871,DISTRICT 5,9826,INJURY TO PRISONER,28XX COLERAIN AV,39.1333023644031,-84.5356114296701,MALE,BLACK,UNKNOWN,MALE,WHITE,CAMP WASHINGTON,CAMP  WASHINGTON,CAMP WASHINGTON
6986,07/17/2013 03:15:00 AM,2013-182732,LCP130717000178,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,24XX FAIRVIEW AV,39.1267337728343,-84.5275863000669,MALE,WHITE,ADULT,MALE,WHITE,CUF,CLIFTON/UNIVERSITY HEIGHTS,CUF
7627,10/11/2014 11:40:00 PM,2014-195325,LCP141011001545,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX E LIBERTY ST,39.1132056052589,-84.5138847685544,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-5603,10/29/2001 07:43:00 PM,20011028,P013021372,DISTRICT 4,9826,INJURY TO PRISONER,41XX READING RD,39.1579247171649,-84.4727282018724,MALE,BLACK,UNKNOWN,MALE,WHITE,NORTH AVONDALE - PADDOCK HILLS,PADDOCK  HILLS,PADDOCK HILLS
8731,01/04/2017 09:38:31 AM,2017-220529,LCP170104000432,SSS,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,35XX BURNET AV,39.1454754683251,-84.5007172460233,MALE,BLACK,ADULT,MALE,BLACK,AVONDALE,AVONDALE,AVONDALE
9000,07/10/2017 09:05:00 AM,2017-226446,CPD170710000405,DISTRICT 3,9826,INJURY TO PRISONER,37XX PRESIDENT DR,39.153956660337,-84.5591826446107,MALE,BLACK,ADULT,MALE,WHITE,VILLAGES AT ROLL HILL,FAY APARTMENTS,VILLAGES AT ROLL HILL
7931,07/01/2015 07:50:00 AM,2015-202831,150701000237,DISTRICT 2,8223,WEAPON DISCHARGE AT AN ANIMAL,27XX RIVERSIDE DR,39.122271349926,-84.4564175466294,OTHER,UNKNOWN,UNKNOWN,MALE,WHITE,EAST END,EAST  END,EAST END
-8167,09/04/2004 12:25:00 AM,20040671,P042480032,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,23XX MARYLAND AV,39.1036398995141,-84.5561575000875,FEMALE,BLACK,UNKNOWN,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,LOWER PRICE HILL
-695,05/23/1997 11:45:00 PM,9700341,P971431497,DISTRICT 5,9825,CHEMICAL IRRITANT,XX KINGS RUN CT,39.1774096038987,-84.5093747762959,MALE,BLACK,UNKNOWN,MALE,TWO OR MORE,WINTON HILLS,WINTON HILLS,WINTON HILLS
4867,08/21/2009 04:43:00 PM,2009-134615,LCP090821001342,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,28XX STANTON AV,39.1307255123579,-84.4927797840036,MALE,BLACK,ADULT,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
9043,08/17/2017 12:59:00 AM,2017-227771,CPD170817000052,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX DEBBE LN,39.1573698624085,-84.4783990755715,MALE,BLACK,ADULT,FEMALE,BLACK,NORTH AVONDALE - PADDOCK HILLS,NORTH AVONDALE,NORTH AVONDALE
1299,07/01/2005 11:04:00 PM,2005-68994,P051822068,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX KINSEY AV,39.1252866475235,-84.5034391155309,MALE,BLACK,ADULT,MALE,BLACK,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN
-564,03/22/1997 06:16:00 PM,9700208,P970810914,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,35XX BURNET AV,39.1460413239948,-84.5007069486168,MALE,BLACK,UNKNOWN,MALE,BLACK,AVONDALE,AVONDALE,AVONDALE
5802,03/03/2011 12:40:00 AM,2011-154312,LCP110302001729,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,77XX READING RD,39.2050747612977,-84.4541140600567,MALE,WHITE,ADULT,MALE,WHITE,ROSELAWN,ROSELAWN,ROSELAWN
5615,11/17/2010 02:11:00 PM,2010-150501,LCP101117000757,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,30XX WESTWOOD NORTHERN BLVD,39.1573523620897,-84.5975674175871,MALE,WHITE,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
-4403,11/09/2000 04:15:00 AM,20001100,P003140171,DISTRICT 1,9826,INJURY TO PRISONER,10XX GILBERT AV,39.1080124130245,-84.5037198051026,FEMALE,BLACK,UNKNOWN,MALE,BLACK,PENDLETON,C. B. D. / RIVERFRONT,DOWNTOWN - PENDLETON
-596,04/11/1997 04:03:00 AM,9700240,P971010190,DISTRICT 5,9826,INJURY TO PRISONER,54XX HOLLAND DR,39.1900050648567,-84.5131958879428,MALE,BLACK,UNKNOWN,MALE,WHITE,WINTON HILLS,WINTON HILLS,WINTON HILLS
-6934,03/23/2003 12:34:00 AM,20030358,P030811852,DISTRICT 3,9826,INJURY TO PRISONER,23XX NOTTINGHAM RD,39.157229607698,-84.559612584296,MALE,BLACK,UNKNOWN,MALE,WHITE,VILLAGES AT ROLL HILL,FAY APARTMENTS,VILLAGES AT ROLL HILL
-6517,11/03/2002 02:15:00 AM,20020772,P023070080,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,35XX EDWARDS RD,39.1429220207768,-84.4434709290511,MALE,WHITE,UNKNOWN,MALE,WHITE,HYDE PARK,HYDE PARK,HYDE PARK
9747,01/24/2019 02:24:00 AM,2019-243726,CPD190124000071,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,34XX WOODBURN AV,39.1401389307574,-84.4753768244218,MALE,BLACK,ADULT,MALE,WHITE,EVANSTON,EVANSTON,EVANSTON
607,01/14/2005 08:39:00 PM,2005-60791,P050141481,DISTRICT 2,9826,INJURY TO PRISONER,15XX BLAIR AV,39.139932045263,-84.4790413977534,MALE,BLACK,ADULT,MALE,WHITE,EVANSTON,EVANSTON,EVANSTON
-5516,09/24/2001 06:35:00 PM,20010940,P012671301,DISTRICT 4,9826,INJURY TO PRISONER,XX E CHARLTON ST,39.1293778247783,-84.5089602163827,MALE,BLACK,UNKNOWN,MALE,BLACK,CORRYVILLE,CORRYVILLE,CORRYVILLE
-1083,10/10/1997 04:26:00 PM,9701324,P972830934,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,52XX HOLLAND DR,39.1857731284424,-84.5099446552004,MALE,BLACK,UNKNOWN,FEMALE,WHITE,WINTON HILLS,WINTON HILLS,WINTON HILLS
-1560,04/28/1998 09:43:00 AM,9800316,P981180379,DISTRICT 3,9826,INJURY TO PRISONER,10XX SYCAMORE ST,39.1077499723178,-84.5090896587137,MALE,WHITE,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-1002,09/17/1997 11:20:00 PM,9701241,P972601414,DISTRICT 4,9825,CHEMICAL IRRITANT,31XX GAFF AV,39.1394139790564,-84.4837952671708,FEMALE,BLACK,UNKNOWN,FEMALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
8221,12/08/2015 10:46:00 PM,2015-207911,LCP151208001583,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,20XX BALTIMORE AV,39.1428730423446,-84.5629913418888,FEMALE,BLACK,ADULT,FEMALE,WHITE,EAST WESTWOOD,EAST  WESTWOOD,EAST WESTWOOD
-4737,03/02/2001 03:00:00 AM,20010154,P011061014,DISTRICT 1,9825,CHEMICAL IRRITANT,5XX VINE ST,39.1023787125041,-84.5126727253444,MALE,BLACK,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
9436,06/07/2018 08:44:00 PM,2018-236750,CPD180607001628,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,74XX FAIRPARK AV,39.1993415942212,-84.477113115641,MALE,WHITE,ADULT,MALE,WHITE,CARTHAGE,CARTHAGE,CARTHAGE
7956,06/06/2015 11:05:00 PM,2015-203395,LCP150606001593,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,16XX LLANFAIR AV,39.1967105242724,-84.5466624448411,MALE,BLACK,ADULT,MALE,BLACK,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
-7849,05/18/2004 03:50:00 PM,20040349,P041391083,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,56XX HAMILTON AV,39.1934781072069,-84.5409762546025,MALE,WHITE,UNKNOWN,MALE,WHITE,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
-2850,07/29/1999 03:23:00 AM,9900618,P992100202,DISTRICT 4,9825,CHEMICAL IRRITANT,XX LANDON CT,39.140808733575,-84.4993127714203,MALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
-6625,01/08/2003 11:48:00 PM,20030031,P030081706,DISTRICT 4,9826,INJURY TO PRISONER,3XX SHEEHAN AV,39.2149784755718,-84.4623886410524,MALE,BLACK,UNKNOWN,MALE,HISPANIC/LATINO,HARTWELL,HARTWELL,HARTWELL
9836,03/21/2019 11:13:12 AM,2019-245383,CPD19032100086,DISTRICT 4,9826,INJURY TO PRISONER,35XX READING RD,39.1438101676566,-84.4908652001979,MALE,BLACK,JUVENILE,MALE,BLACK,AVONDALE,AVONDALE,AVONDALE
1626,09/25/2005 07:09:00 PM,2005-731821,P052681244,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,28XX HOFF AV,39.1222154584502,-84.4537995564151,MALE,WHITE,ADULT,MALE,BLACK,EAST END,EAST  END,EAST END
8227,11/12/2015 08:00:00 PM,2015-208013,LCP151112001262,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,XX E MCMICKEN AV,39.1157177318868,-84.515972226622,MALE,BLACK,ADULT,FEMALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
1629,10/05/2005 12:43:00 AM,2005-73684,P052780242,DISTRICT 3,9826,INJURY TO PRISONER,32XX WARSAW AV,39.1105012729244,-84.5625637565382,FEMALE,WHITE,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
1969,02/03/2006 04:22:00 PM,2006-78471,P060341185,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,33XX BURNET AV,39.1415028838717,-84.4998012244615,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
-6431,10/23/2002 09:28:00 PM,20020686,P022961568,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,9XX VENETIAN TER,39.1966301903177,-84.5275955166212,MALE,BLACK,UNKNOWN,MALE,BLACK,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
-7195,08/05/2003 06:40:00 PM,20030620,P032171481,DISTRICT 3,9826,INJURY TO PRISONER,22XX WILLIAMSBURG DR,39.1523430876227,-84.5595696198662,FEMALE,BLACK,UNKNOWN,MALE,WHITE,VILLAGES AT ROLL HILL,FAY APARTMENTS,VILLAGES AT ROLL HILL
3950,04/27/2008 08:26:00 PM,2008-114173,LCP080427001420,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,16XX HAMER ST,39.1153440103433,-84.5154025165567,MALE,BLACK,JUVENILE,MALE,TWO OR MORE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-6495,11/28/2002 10:42:00 AM,20020750,P023320383,DISTRICT 5,9825,CHEMICAL IRRITANT,2XX W MITCHELL AV,39.1673952267347,-84.5102822859422,MALE,BLACK,UNKNOWN,MALE,BLACK,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE
-6609,01/09/2003 11:29:00 PM,20030015,P030091655,DISTRICT 1,9825,CHEMICAL IRRITANT,2XX W MCMICKEN AV,39.1196904766108,-84.5238541400067,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
2489,07/08/2006 03:31:00 AM,2006-86610,P061890250,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,51XX COLERAIN AV,39.1837358723887,-84.5702847407475,MALE,BLACK,ADULT,MALE,WHITE,MT. AIRY,MOUNT AIRY,MOUNT AIRY
910,03/14/2005 03:26:00 AM,2005-63165,P050730177,DISTRICT 5,9826,INJURY TO PRISONER,54XX WINNESTE AV,39.1889974615286,-84.513749206502,MALE,BLACK,ADULT,MALE,WHITE,WINTON HILLS,WINTON HILLS,WINTON HILLS
8588,09/01/2016 07:20:00 PM,2016-217166,LCP160901001413,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,31XX MAPLELEAF AV,39.1752656542961,-84.426401326508,MALE,BLACK,ADULT,MALE,WHITE,PLEASANT RIDGE,PLEASANT RIDGE,PLEASANT RIDGE
-1715,06/19/1998 06:10:00 PM,9800474,P981700994,DISTRICT 3,9825,CHEMICAL IRRITANT,20XX BALTIMORE AV,39.1398210760089,-84.5614410995443,MALE,BLACK,UNKNOWN,FEMALE,WHITE,NORTH FAIRMOUNT,ENGLISH  WOODS,NORTH FAIRMOUNT
-529,03/14/1997 02:20:00 AM,9700171,970730094,DISTRICT 1,9826,INJURY TO PRISONER,11XX RACE ST,39.1084866007294,-84.5162157740959,MALE,WHITE,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
6854,04/06/2013 12:46:00 AM,2013-179694,LCP130506000088,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX E 6TH ST,39.1034043104655,-84.510761927518,MALE,WHITE,ADULT,MALE,BLACK,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-3315,01/21/2000 02:33:00 AM,20000003,P000210135,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,33XX HACKBERRY ST,39.1381144632225,-84.4729928480812,MALE,BLACK,UNKNOWN,FEMALE,WHITE,EVANSTON,EVANSTON,EVANSTON
2662,10/06/2006 02:38:00 AM,2006-89515,P062790019,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,40XX HAMILTON AV,39.160524692592,-84.5400356859725,MALE,BLACK,ADULT,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE
7266,02/19/2014 04:43:00 PM,2014-188991,LCP140219001122,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,30XX WARSAW AV,39.1098094356466,-84.560809692509,MALE,WHITE,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-7595,02/03/2004 05:09:00 PM,20040094,P040341164,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,24XX NOTTINGHAM RD,39.156557559163,-84.5608439586127,MALE,BLACK,UNKNOWN,MALE,WHITE,VILLAGES AT ROLL HILL,FAY APARTMENTS,VILLAGES AT ROLL HILL
-6192,07/19/2002 06:30:00 PM,20020445,P022001241,DISTRICT 3,9826,INJURY TO PRISONER,21XX WERON LN,39.1480150473109,-84.5619650302031,MALE,BLACK,UNKNOWN,MALE,BLACK,MILLVALE,EAST  WESTWOOD,EAST WESTWOOD
9544,09/04/2018 09:18:00 PM,2018-239751,CPD180904001645,DISTRICT 2,9826,INJURY TO PRISONER,19XX SUTTON AV,39.0892537816792,-84.3909252000042,MALE,BLACK,JUVENILE,MALE,BLACK,MT. WASHINGTON,MT.  WASHINGTON,MOUNT WASHINGTON
7997,08/15/2015 12:54:00 PM,2015-204191,LCP150815000699,DISTRICT 2,9826,INJURY TO PRISONER,31XX WOODFORD RD,39.1807852483013,-84.4282053872406,MALE,WHITE,ADULT,MALE,BLACK,PLEASANT RIDGE,PLEASANT RIDGE,PLEASANT RIDGE
1819,12/08/2005 02:00:00 AM,2005-76198,P053420123,DISTRICT 1,9826,INJURY TO PRISONER,12XX SYCAMORE ST,39.1088525174976,-84.5103748735157,MALE,WHITE,ADULT,MALE,WHITE,PENDLETON,PENDLETON,PENDLETON
-804,06/30/1997 03:00:00 AM,9700452,P97181011,DISTRICT 3,9826,INJURY TO PRISONER,32XX WARSAW AV,39.1089012729244,-84.5630337565382,MALE,OTHER,UNKNOWN,MALE,BLACK,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
6715,09/29/2012 06:39:00 PM,2012-176378,LCP120929001344,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,71XX READING RD,39.1909933189471,-84.4626331065453,MALE,BLACK,ADULT,MALE,BLACK,ROSELAWN,ROSELAWN,ROSELAWN
3070,03/26/2007 06:30:00 PM,2007-96663,P070851601,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,9XX VINE ST,39.1051299162582,-84.5140124291975,MALE,BLACK,ADULT,MALE,BLACK,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
9145,09/06/2017 09:23:00 PM,2017-230232,LCP170906001685,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,11XX W 8TH ST,39.1032404473717,-84.5340647277004,MALE,WHITE,ADULT,MALE,WHITE,QUEENSGATE,QUEENSGATE,QUEENSGATE
6179,10/29/2011 04:09:00 PM,2011-162689,LCP111029000962,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,42XX COLERAIN AV,39.1632133433245,-84.5483176307853,MALE,BLACK,JUVENILE,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE
-7168,08/05/2003 02:34:00 AM,20030593,P032170179,DISTRICT 1,9826,INJURY TO PRISONER,1XX E MCMICKEN AV,39.1137015369216,-84.5123955381923,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-5970,04/18/2002 11:30:00 PM,20020221,P021081858,DISTRICT 1,9826,INJURY TO PRISONER,XX GARFIELD PL,39.1049740589218,-84.5138374933348,MALE,BLACK,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-4005,07/26/2000 06:05:00 PM,20000701,P002081094,DISTRICT 1,9826,INJURY TO PRISONER,10XX DALTON AV,39.1079146935392,-84.537950140314,MALE,BLACK,UNKNOWN,MALE,WHITE,QUEENSGATE,QUEENSGATE,QUEENSGATE
980,03/05/2005 09:53:00 PM,2005-64266,,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,9XX ROSEMONT AV,39.1082602907266,-84.5835012119056,MALE,BLACK,JUVENILE,FEMALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
6472,04/16/2012 08:00:00 AM,2012-170104,LCP120416000308,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,34XX BURNET AV,39.1452532904548,-84.4997254874798,FEMALE,BLACK,JUVENILE,MALE,BLACK,AVONDALE,AVONDALE,AVONDALE
7342,04/12/2014 04:13:00 AM,2014-190410,LCP140412000265,DISTRICT 3,9826,INJURY TO PRISONER,11XX FAIRBANKS AV,39.1122762449136,-84.5673316498,FEMALE,WHITE,ADULT,MALE,BLACK,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
6735,12/15/2012 12:17:00 AM,2012-176847,LCP121215000018,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX SCHIFF AV,39.1075558528081,-84.5902760224712,MALE,HISPANIC/LATINO,ADULT,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
3638,12/02/2007 03:15:00 AM,2007-107592,LCP 071202000243,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,3XX CALHOUN ST,39.1284916960037,-84.5198942008332,MALE,BLACK,JUVENILE,MALE,BLACK,CUF,FAIRVIEW,CUF - HEIGHTS
